Label,SMS,lenght,Tokens,lemmatized_text,SMS_without_stopwords
1,you have a secret admirer who is looking to make contact with you-find out who they r*reveal who thinks your so special-call on 09058094565,132,"['you', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'to', 'make', 'contact', 'with', 'you-find', 'out', 'who', 'they', 'r', '*', 'reveal', 'who', 'thinks', 'your', 'so', 'special-call', 'on', '09058094565']","['you', 'have', 'a', 'secret', 'admirer', 'who', 'be', 'look', 'to', 'make', 'contact', 'with', 'you', '-', 'find', 'out', 'who', 'they', 'r', '*', 'reveal', 'who', 'think', 'your', 'so', 'special', '-', 'call', 'on', '09058094565']","['secret', 'admirer', 'look', 'make', 'contact', '-', 'find', 'r', '*', 'reveal', 'think', 'special', '-', 'call', '09058094565']"
1,you have a secret admirer who is looking to make contact with you-find out who they r*reveal who thinks your so special-call on 09065171142-stopsms-08,143,"['you', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'to', 'make', 'contact', 'with', 'you-find', 'out', 'who', 'they', 'r', '*', 'reveal', 'who', 'thinks', 'your', 'so', 'special-call', 'on', '09065171142-stopsms-08']","['you', 'have', 'a', 'secret', 'admirer', 'who', 'be', 'look', 'to', 'make', 'contact', 'with', 'you', '-', 'find', 'out', 'who', 'they', 'r', '*', 'reveal', 'who', 'think', 'your', 'so', 'special', '-', 'call', 'on', '09065171142', '-', 'stopsms-08']","['secret', 'admirer', 'look', 'make', 'contact', '-', 'find', 'r', '*', 'reveal', 'think', 'special', '-', 'call', '09065171142', '-', 'stopsms-08']"
1,reminder: you have not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to collect your content.,127,"['reminder', ':', 'you', 'have', 'not', 'downloaded', 'the', 'content', 'you', 'have', 'already', 'paid', 'for', '.', 'goto', 'http', ':', '//doit', '.', 'mymoby', '.', 'tv/', 'to', 'collect', 'your', 'content', '.']","['reminder', ':', 'you', 'have', 'not', 'download', 'the', 'content', 'you', 'have', 'already', 'pay', 'for', '.', 'goto', 'http', ':', '//doit', '.', 'mymoby', '.', 'tv/', 'to', 'collect', 'your', 'content', '.']","['reminder', ':', 'download', 'content', 'already', 'pay', '.', 'goto', 'http', ':', '//doit', '.', 'mymoby', '.', 'tv/', 'collect', 'content', '.']"
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. i was gonna gibe you 'til one, but a midnight movie is not gonna get out til after to. you need to come home. you need to getsleep and, if anything, you need to b studdying ear training.",276,"['see', ',', 'i', 'knew', 'giving', 'you', 'a', 'break', 'a', 'few', 'times', 'woul', 'lead', 'to', 'you', 'always', 'wanting', 'to', 'miss', 'curfew', '.', 'i', 'was', 'gon', 'na', 'gibe', 'you', ""'til"", 'one', ',', 'but', 'a', 'midnight', 'movie', 'is', 'not', 'gon', 'na', 'get', 'out', 'til', 'after', 'to', '.', 'you', 'need', 'to', 'come', 'home', '.', 'you', 'need', 'to', 'getsleep', 'and', ',', 'if', 'anything', ',', 'you', 'need', 'to', 'b', 'studdying', 'ear', 'training', '.']","['see', ',', 'I', 'know', 'give', 'you', 'a', 'break', 'a', 'few', 'time', 'woul', 'lead', 'to', 'you', 'always', 'want', 'to', 'miss', 'curfew', '.', 'I', 'be', 'go', 'to', 'gibe', 'you', ""'"", 'til', 'one', ',', 'but', 'a', 'midnight', 'movie', 'be', 'not', 'go', 'to', 'get', 'out', 'til', 'after', 'to', '.', 'you', 'need', 'to', 'come', 'home', '.', 'you', 'need', 'to', 'getsleep', 'and', ',', 'if', 'anything', ',', 'you', 'need', 'to', 'b', 'studdye', 'ear', 'training', '.']","['see', ',', 'know', 'give', 'break', 'time', 'woul', 'lead', 'always', 'want', 'miss', 'curfew', '.', 'go', 'gibe', ""'"", 'til', 'one', ',', 'midnight', 'movie', 'go', 'get', 'til', '.', 'need', 'come', 'home', '.', 'need', 'getsleep', ',', 'anything', ',', 'need', 'b', 'studdye', 'ear', 'training', '.']"
0,i love to give massages. i use lots of baby oil... what is your fave position?,78,"['i', 'love', 'to', 'give', 'massages', '.', 'i', 'use', 'lots', 'of', 'baby', 'oil', '...', 'what', 'is', 'your', 'fave', 'position', '?']","['I', 'love', 'to', 'give', 'massage', '.', 'I', 'use', 'lot', 'of', 'baby', 'oil', '...', 'what', 'be', 'your', 'fave', 'position', '?']","['love', 'give', 'massage', '.', 'use', 'lot', 'baby', 'oil', '...', 'fave', 'position', '?']"
0,dude we should gone sup again,27,"['dude', 'we', 'should', 'gone', 'sup', 'again']","['dude', 'we', 'should', 'go', 'sup', 'again']","['dude', 'go', 'sup']"
0,yoyyooo you know how to change permissions for a drive in mac. my usb flash drive,79,"['yoyyooo', 'you', 'know', 'how', 'to', 'change', 'permissions', 'for', 'a', 'drive', 'in', 'mac', '.', 'my', 'usb', 'flash', 'drive']","['yoyyooo', 'you', 'know', 'how', 'to', 'change', 'permission', 'for', 'a', 'drive', 'in', 'mac', '.', 'my', 'usb', 'flash', 'drive']","['yoyyooo', 'know', 'change', 'permission', 'drive', 'mac', '.', 'usb', 'flash', 'drive']"
0,gibbs unsold.mike hussey,24,"['gibbs', 'unsold.mike', 'hussey']","['gibb', 'unsold.mike', 'hussey']","['gibb', 'unsold.mike', 'hussey']"
0,i like to talk pa but am not able to. i do not know y.,52,"['i', 'like', 'to', 'talk', 'pa', 'but', 'am', 'not', 'able', 'to', '.', 'i', 'do', 'not', 'know', 'y', '.']","['I', 'like', 'to', 'talk', 'pa', 'but', 'be', 'not', 'able', 'to', '.', 'I', 'do', 'not', 'know', 'y', '.']","['like', 'talk', 'pa', 'able', '.', 'know', '.']"
0,y dun cut too short leh. you dun like ah? she failed. sheis quite sad.,68,"['y', 'dun', 'cut', 'too', 'short', 'leh', '.', 'you', 'dun', 'like', 'ah', '?', 'she', 'failed', '.', 'sheis', 'quite', 'sad', '.']","['y', 'dun', 'cut', 'too', 'short', 'leh', '.', 'you', 'dun', 'like', 'ah', '?', 'she', 'fail', '.', 'sheis', 'quite', 'sad', '.']","['dun', 'cut', 'short', 'leh', '.', 'dun', 'like', 'ah', '?', 'fail', '.', 'sheis', 'quite', 'sad', '.']"
0,you unbelievable faglord,24,"['you', 'unbelievable', 'faglord']","['you', 'unbelievable', 'faglord']","['unbelievable', 'faglord']"
0,wife.how she knew the time of murder exactly,44,"['wife.how', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']","['wife.how', 'she', 'know', 'the', 'time', 'of', 'murder', 'exactly']","['wife.how', 'know', 'time', 'murder', 'exactly']"
0,why do you ask princess?,24,"['why', 'do', 'you', 'ask', 'princess', '?']","['why', 'do', 'you', 'ask', 'princess', '?']","['ask', 'princess', '?']"
0,i am great princess! what are you thinking about me? :),55,"['i', 'am', 'great', 'princess', '!', 'what', 'are', 'you', 'thinking', 'about', 'me', '?', ':', ')']","['I', 'be', 'great', 'princess', '!', 'what', 'be', 'you', 'think', 'about', 'I', '?', ':', ')']","['great', 'princess', '!', 'think', '?', ':', ')']"
0,nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you,62,"['nutter', '.', 'cutter', '.', 'ctter', '.', 'cttergg', '.', 'cttargg', '.', 'ctargg', '.', 'ctagg', '.', 'ie', 'you']","['nutter', '.', 'cutter', '.', 'ctter', '.', 'cttergg', '.', 'cttargg', '.', 'ctargg', '.', 'ctagg', '.', 'ie', 'you']","['nutter', '.', 'cutter', '.', 'ctter', '.', 'cttergg', '.', 'cttargg', '.', 'ctargg', '.', 'ctagg', '.', 'ie']"
0,it is ok i noe you're busy but i am really too bored so i message you. i oso dunno what colour she choose for me one.,104,"['it', 'is', 'ok', 'i', 'noe', 'you', ""'re"", 'busy', 'but', 'i', 'am', 'really', 'too', 'bored', 'so', 'i', 'message', 'you', '.', 'i', 'oso', 'dunno', 'what', 'colour', 'she', 'choose', 'for', 'me', 'one', '.']","['it', 'be', 'ok', 'I', 'noe', 'you', 'be', 'busy', 'but', 'I', 'be', 'really', 'too', 'bored', 'so', 'I', 'message', 'you', '.', 'I', 'oso', 'dunno', 'what', 'colour', 'she', 'choose', 'for', 'I', 'one', '.']","['ok', 'noe', 'busy', 'really', 'bored', 'message', '.', 'oso', 'dunno', 'colour', 'choose', 'one', '.']"
0,doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  ,87,"['does', ""n't"", 'g', 'have', 'class', 'early', 'tomorrow', 'and', 'thus', 'should', ""n't"", 'be', 'trying', 'to', 'smoke', 'at', '&', 'let', ';', '#', '&', 'get', ';']","['do', 'not', 'g', 'have', 'class', 'early', 'tomorrow', 'and', 'thus', 'should', 'not', 'be', 'try', 'to', 'smoke', 'at', '&', 'let', ';', '#', '&', 'get', ';']","['g', 'class', 'early', 'tomorrow', 'thus', 'try', 'smoke', '&', 'let', ';', '#', '&', 'get', ';']"
0,"superb thought- ""be grateful that you do not have everything you want. that means you still have an opportunity to be happier tomorrow than you are today."":-)",148,"['superb', 'thought-', '``', 'be', 'grateful', 'that', 'you', 'do', 'not', 'have', 'everything', 'you', 'want', '.', 'that', 'means', 'you', 'still', 'have', 'an', 'opportunity', 'to', 'be', 'happier', 'tomorrow', 'than', 'you', 'are', 'today', '.', '``', ':', '-', ')']","['superb', 'thought-', '`', '`', 'be', 'grateful', 'that', 'you', 'do', 'not', 'have', 'everything', 'you', 'want', '.', 'that', 'mean', 'you', 'still', 'have', 'an', 'opportunity', 'to', 'be', 'happy', 'tomorrow', 'than', 'you', 'be', 'today', '.', '`', '`', ':', '-', ')']","['superb', 'thought-', '`', '`', 'grateful', 'everything', 'want', '.', 'mean', 'still', 'opportunity', 'happy', 'tomorrow', 'today', '.', '`', '`', ':', '-', ')']"
0,hope you are having a good week. just checking in,49,"['hope', 'you', 'are', 'having', 'a', 'good', 'week', '.', 'just', 'checking', 'in']","['hope', 'you', 'be', 'have', 'a', 'good', 'week', '.', 'just', 'check', 'in']","['hope', 'good', 'week', '.', 'check']"
0,"i am used to it. i just hope my agents do not drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment.",154,"['i', 'am', 'used', 'to', 'it', '.', 'i', 'just', 'hope', 'my', 'agents', 'do', 'not', 'drop', 'me', 'since', 'i', ""'ve"", 'only', 'booked', 'a', 'few', 'things', 'this', 'year', '.', 'this', 'whole', 'me', 'in', 'boston', ',', 'them', 'in', 'nyc', 'was', 'an', 'experiment', '.']","['I', 'be', 'use', 'to', 'it', '.', 'I', 'just', 'hope', 'my', 'agent', 'do', 'not', 'drop', 'I', 'since', 'I', ""'"", 've', 'only', 'book', 'a', 'few', 'thing', 'this', 'year', '.', 'this', 'whole', 'I', 'in', 'boston', ',', 'they', 'in', 'nyc', 'be', 'an', 'experiment', '.']","['use', '.', 'hope', 'agent', 'drop', 'since', ""'"", 'book', 'thing', 'year', '.', 'whole', 'boston', ',', 'nyc', 'experiment', '.']"
0,"thursday night? yeah, sure thing, we'will work it out then",56,"['thursday', 'night', '?', 'yeah', ',', 'sure', 'thing', ',', ""we'will"", 'work', 'it', 'out', 'then']","['thursday', 'night', '?', 'yeah', ',', 'sure', 'thing', ',', ""we'will"", 'work', 'it', 'out', 'then']","['thursday', 'night', '?', 'yeah', ',', 'sure', 'thing', ',', ""we'will"", 'work']"
1,"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, purchase order box 5249, mk17 92h. 450ppw 16",158,"['your', 'free', 'ringtone', 'is', 'waiting', 'to', 'be', 'collected', '.', 'simply', 'text', 'the', 'password', '``', 'mix', ""''"", 'to', '85069', 'to', 'verify', '.', 'get', 'usher', 'and', 'britney', '.', 'fml', ',', 'purchase', 'order', 'box', '5249', ',', 'mk17', '92h', '.', '450ppw', '16']","['your', 'free', 'ringtone', 'be', 'wait', 'to', 'be', 'collect', '.', 'simply', 'text', 'the', 'password', '`', '`', 'mix', ""''"", 'to', '85069', 'to', 'verify', '.', 'get', 'usher', 'and', 'britney', '.', 'fml', ',', 'purchase', 'order', 'box', '5249', ',', 'mk17', '92h', '.', '450ppw', '16']","['free', 'ringtone', 'wait', 'collect', '.', 'simply', 'text', 'password', '`', '`', 'mix', ""''"", '85069', 'verify', '.', 'get', 'usher', 'britney', '.', 'fml', ',', 'purchase', 'order', 'box', '5249', ',', 'mk17', '92h', '.', '450ppw', '16']"
0,probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,"['probably', 'money', 'worries', '.', 'things', 'are', 'coming', 'due', 'and', 'i', 'have', 'several', 'outstanding', 'invoices', 'for', 'work', 'i', 'did', 'two', 'and', 'three', 'months', 'ago', '.']","['probably', 'money', 'worry', '.', 'thing', 'be', 'come', 'due', 'and', 'I', 'have', 'several', 'outstanding', 'invoice', 'for', 'work', 'I', 'do', 'two', 'and', 'three', 'month', 'ago', '.']","['probably', 'money', 'worry', '.', 'thing', 'come', 'due', 'several', 'outstanding', 'invoice', 'work', 'two', 'three', 'month', 'ago', '.']"
0,how is it possible to teach you. and where.,43,"['how', 'is', 'it', 'possible', 'to', 'teach', 'you', '.', 'and', 'where', '.']","['how', 'be', 'it', 'possible', 'to', 'teach', 'you', '.', 'and', 'where', '.']","['possible', 'teach', '.', '.']"
0,"i wonder if your phone battery went dead ? i had to tell you, i love you babe",77,"['i', 'wonder', 'if', 'your', 'phone', 'battery', 'went', 'dead', '?', 'i', 'had', 'to', 'tell', 'you', ',', 'i', 'love', 'you', 'babe']","['I', 'wonder', 'if', 'your', 'phone', 'battery', 'go', 'dead', '?', 'I', 'have', 'to', 'tell', 'you', ',', 'I', 'love', 'you', 'babe']","['wonder', 'phone', 'battery', 'go', 'dead', '?', 'tell', ',', 'love', 'babe']"
0,lovely smell on this bus and it ain't tobacco... ,49,"['lovely', 'smell', 'on', 'this', 'bus', 'and', 'it', 'ai', ""n't"", 'tobacco', '...']","['lovely', 'smell', 'on', 'this', 'bus', 'and', 'it', 'be', 'not', 'tobacco', '...']","['lovely', 'smell', 'bus', 'tobacco', '...']"
0,"we're all getting worried over here, derek and taylor have already assumed the worst",84,"['we', ""'re"", 'all', 'getting', 'worried', 'over', 'here', ',', 'derek', 'and', 'taylor', 'have', 'already', 'assumed', 'the', 'worst']","['we', 'be', 'all', 'get', 'worried', 'over', 'here', ',', 'derek', 'and', 'taylor', 'have', 'already', 'assume', 'the', 'bad']","['get', 'worried', ',', 'derek', 'taylor', 'already', 'assume', 'bad']"
0,hey whatis up charles sorry about the late reply.,49,"['hey', 'whatis', 'up', 'charles', 'sorry', 'about', 'the', 'late', 'reply', '.']","['hey', 'whatis', 'up', 'charle', 'sorry', 'about', 'the', 'late', 'reply', '.']","['hey', 'whatis', 'charle', 'sorry', 'late', 'reply', '.']"
1,"all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468",162,"['all', 'the', 'lastest', 'from', 'stereophonics', ',', 'marley', ',', 'dizzee', 'racal', ',', 'libertines', 'and', 'the', 'strokes', '!', 'win', 'nookii', 'games', 'with', 'flirt', '!', '!', 'click', 'themob', 'wap', 'bookmark', 'or', 'text', 'wap', 'to', '82468']","['all', 'the', 'last', 'from', 'stereophonic', ',', 'marley', ',', 'dizzee', 'racal', ',', 'libertine', 'and', 'the', 'stroke', '!', 'win', 'nookii', 'game', 'with', 'flirt', '!', '!', 'click', 'themob', 'wap', 'bookmark', 'or', 'text', 'wap', 'to', '82468']","['last', 'stereophonic', ',', 'marley', ',', 'dizzee', 'racal', ',', 'libertine', 'stroke', '!', 'win', 'nookii', 'game', 'flirt', '!', '!', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap', '82468']"
0,i.will give her once i have it. plus she said grinule greet you whenever we speak,79,"['i.will', 'give', 'her', 'once', 'i', 'have', 'it', '.', 'plus', 'she', 'said', 'grinule', 'greet', 'you', 'whenever', 'we', 'speak']","['i.will', 'give', 'she', 'once', 'I', 'have', 'it', '.', 'plus', 'she', 'say', 'grinule', 'greet', 'you', 'whenever', 'we', 'speak']","['i.will', 'give', '.', 'plus', 'say', 'grinule', 'greet', 'whenever', 'speak']"
0,white fudge oreos are in stores,31,"['white', 'fudge', 'oreos', 'are', 'in', 'stores']","['white', 'fudge', 'oreos', 'be', 'in', 'store']","['white', 'fudge', 'oreos', 'store']"
1,"january male sale! hot gay chat now cheaper, call 08709222922. national rate from one.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)",155,"['january', 'male', 'sale', '!', 'hot', 'gay', 'chat', 'now', 'cheaper', ',', 'call', '08709222922.', 'national', 'rate', 'from', 'one.5p/min', 'cheap', 'to', '7.8p/min', 'peak', '!', 'to', 'stop', 'texts', 'call', '08712460324', '(', '10p/min', ')']","['january', 'male', 'sale', '!', 'hot', 'gay', 'chat', 'now', 'cheap', ',', 'call', '08709222922', '.', 'national', 'rate', 'from', 'one.5p', '/', 'min', 'cheap', 'to', '7.8p', '/', 'min', 'peak', '!', 'to', 'stop', 'text', 'call', '08712460324', '(', '10p', '/', 'min', ')']","['january', 'male', 'sale', '!', 'hot', 'gay', 'chat', 'cheap', ',', 'call', '08709222922', '.', 'national', 'rate', 'one.5p', '/', 'min', 'cheap', '7.8p', '/', 'min', 'peak', '!', 'stop', 'text', 'call', '08712460324', '(', '10p', '/', 'min', ')']"
0,my love ! how come it took you so long to leave for zaheris? i got your words on ym and was happy to see them but was sad you had left. i miss you,146,"['my', 'love', '!', 'how', 'come', 'it', 'took', 'you', 'so', 'long', 'to', 'leave', 'for', 'zaheris', '?', 'i', 'got', 'your', 'words', 'on', 'ym', 'and', 'was', 'happy', 'to', 'see', 'them', 'but', 'was', 'sad', 'you', 'had', 'left', '.', 'i', 'miss', 'you']","['my', 'love', '!', 'how', 'come', 'it', 'take', 'you', 'so', 'long', 'to', 'leave', 'for', 'zaheris', '?', 'I', 'get', 'your', 'word', 'on', 'ym', 'and', 'be', 'happy', 'to', 'see', 'they', 'but', 'be', 'sad', 'you', 'have', 'leave', '.', 'I', 'miss', 'you']","['love', '!', 'come', 'take', 'long', 'leave', 'zaheris', '?', 'get', 'word', 'ym', 'happy', 'see', 'sad', 'leave', '.', 'miss']"
0,i am sorry it hurt you.,23,"['i', 'am', 'sorry', 'it', 'hurt', 'you', '.']","['I', 'be', 'sorry', 'it', 'hurt', 'you', '.']","['sorry', 'hurt', '.']"
0,can't. i feel nauseous. i am so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i am not hungry :/,160,"['ca', ""n't"", '.', 'i', 'feel', 'nauseous', '.', 'i', 'am', 'so', 'pissed', '.', 'i', 'did', ""n't"", 'eat', 'any', 'sweets', 'all', 'week', 'cause', 'today', 'i', 'was', 'planning', 'to', 'pig', 'out', '.', 'i', 'was', 'dieting', 'all', 'week', '.', 'and', 'now', 'i', 'am', 'not', 'hungry', ':', '/']","['can', 'not', '.', 'I', 'feel', 'nauseous', '.', 'I', 'be', 'so', 'pissed', '.', 'I', 'do', 'not', 'eat', 'any', 'sweet', 'all', 'week', 'cause', 'today', 'I', 'be', 'plan', 'to', 'pig', 'out', '.', 'I', 'be', 'diet', 'all', 'week', '.', 'and', 'now', 'I', 'be', 'not', 'hungry', ':', '/']","['.', 'feel', 'nauseous', '.', 'pissed', '.', 'eat', 'sweet', 'week', 'cause', 'today', 'plan', 'pig', '.', 'diet', 'week', '.', 'hungry', ':', '/']"
0,ok lot but not too early. me still having project meeting now.,62,"['ok', 'lot', 'but', 'not', 'too', 'early', '.', 'me', 'still', 'having', 'project', 'meeting', 'now', '.']","['ok', 'lot', 'but', 'not', 'too', 'early', '.', 'I', 'still', 'have', 'project', 'meeting', 'now', '.']","['ok', 'lot', 'early', '.', 'still', 'project', 'meeting', '.']"
0,"call me da, i am waiting for your call.",39,"['call', 'me', 'da', ',', 'i', 'am', 'waiting', 'for', 'your', 'call', '.']","['call', 'I', 'da', ',', 'I', 'be', 'wait', 'for', 'your', 'call', '.']","['call', 'da', ',', 'wait', 'call', '.']"
0,i could ask carlos if we could get more if anybody else can chip in,67,"['i', 'could', 'ask', 'carlos', 'if', 'we', 'could', 'get', 'more', 'if', 'anybody', 'else', 'can', 'chip', 'in']","['I', 'could', 'ask', 'carlos', 'if', 'we', 'could', 'get', 'more', 'if', 'anybody', 'else', 'can', 'chip', 'in']","['could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']"
0,was actually about to send you a reminder today. have a wonderful weekend,73,"['was', 'actually', 'about', 'to', 'send', 'you', 'a', 'reminder', 'today', '.', 'have', 'a', 'wonderful', 'weekend']","['be', 'actually', 'about', 'to', 'send', 'you', 'a', 'reminder', 'today', '.', 'have', 'a', 'wonderful', 'weekend']","['actually', 'send', 'reminder', 'today', '.', 'wonderful', 'weekend']"
0,"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",148,"['when', 'people', 'see', 'my', 'msgs', ',', 'they', 'think', 'iam', 'addicted', 'to', 'msging', '...', 'they', 'are', 'wrong', ',', 'bcoz', 'they', ""don\\'t"", 'know', 'that', 'iam', 'addicted', 'to', 'my', 'sweet', 'friends', '..', '!', '!', 'bslvyl']","['when', 'people', 'see', 'my', 'msgs', ',', 'they', 'think', 'iam', 'addict', 'to', 'msging', '...', 'they', 'be', 'wrong', ',', 'bcoz', 'they', ""don\\'t"", 'know', 'that', 'iam', 'addict', 'to', 'my', 'sweet', 'friend', '..', '!', '!', 'bslvyl']","['people', 'see', 'msgs', ',', 'think', 'iam', 'addict', 'msging', '...', 'wrong', ',', 'bcoz', ""don\\'t"", 'know', 'iam', 'addict', 'sweet', 'friend', '..', '!', '!', 'bslvyl']"
0,hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck? ,88,"['hey', 'you', 'gave', 'them', 'your', 'photo', 'when', 'you', 'registered', 'for', 'driving', 'ah', '?', 'tmr', 'wan', 'na', 'meet', 'at', 'yck', '?']","['hey', 'you', 'give', 'they', 'your', 'photo', 'when', 'you', 'register', 'for', 'drive', 'ah', '?', 'tmr', 'wan', 'na', 'meet', 'at', 'yck', '?']","['hey', 'give', 'photo', 'register', 'drive', 'ah', '?', 'tmr', 'wan', 'na', 'meet', 'yck', '?']"
0,do not talk to him ever ok it is my word.,37,"['do', 'not', 'talk', 'to', 'him', 'ever', 'ok', 'it', 'is', 'my', 'word', '.']","['do', 'not', 'talk', 'to', 'he', 'ever', 'ok', 'it', 'be', 'my', 'word', '.']","['talk', 'ever', 'ok', 'word', '.']"
0,when you wana see it then,23,"['when', 'you', 'wana', 'see', 'it', 'then']","['when', 'you', 'wana', 'see', 'it', 'then']","['wana', 'see']"
0,on ma way to school. can you please send me ashleyis number,56,"['on', 'ma', 'way', 'to', 'school', '.', 'can', 'you', 'please', 'send', 'me', 'ashleyis', 'number']","['on', 'ma', 'way', 'to', 'school', '.', 'can', 'you', 'please', 'send', 'I', 'ashleyis', 'number']","['way', 'school', '.', 'please', 'send', 'ashleyis', 'number']"
0,it shall be fine. i have avalarr now. will hollalater,53,"['it', 'shall', 'be', 'fine', '.', 'i', 'have', 'avalarr', 'now', '.', 'will', 'hollalater']","['it', 'shall', 'be', 'fine', '.', 'I', 'have', 'avalarr', 'now', '.', 'will', 'hollalater']","['shall', 'fine', '.', 'avalarr', '.', 'hollalater']"
0,she went to attend another two rounds today..but still did't reach home..,73,"['she', 'went', 'to', 'attend', 'another', 'two', 'rounds', 'today', '..', 'but', 'still', ""did't"", 'reach', 'home', '..']","['she', 'go', 'to', 'attend', 'another', 'two', 'round', 'today', '..', 'but', 'still', ""did't"", 'reach', 'home', '..']","['go', 'attend', 'another', 'two', 'round', 'today', '..', 'still', ""did't"", 'reach', 'home', '..']"
0,actually i deleted my old website..now i i am blogging at magicalsongs.blogspot.com,80,"['actually', 'i', 'deleted', 'my', 'old', 'website', '..', 'now', 'i', 'i', 'am', 'blogging', 'at', 'magicalsongs.blogspot.com']","['actually', 'I', 'delete', 'my', 'old', 'website', '..', 'now', 'I', 'I', 'be', 'blogge', 'at', 'magicalsongs.blogspot.com']","['actually', 'delete', 'old', 'website', '..', 'blogge', 'magicalsongs.blogspot.com']"
0,"k, wait chikku..il send aftr   mins",44,"['k', ',', 'wait', 'chikku', '..', 'il', 'send', 'aftr', '&', 'let', ';', '#', '&', 'get', ';', 'mins']","['k', ',', 'wait', 'chikku', '..', 'il', 'send', 'aftr', '&', 'let', ';', '#', '&', 'get', ';', 'min']","['k', ',', 'wait', 'chikku', '..', 'il', 'send', 'aftr', '&', 'let', ';', '#', '&', 'get', ';', 'min']"
0,but i am on a diet. and i ate one too many slices of pizza yesterday. ugh i am always on a diet.,92,"['but', 'i', 'am', 'on', 'a', 'diet', '.', 'and', 'i', 'ate', 'one', 'too', 'many', 'slices', 'of', 'pizza', 'yesterday', '.', 'ugh', 'i', 'am', 'always', 'on', 'a', 'diet', '.']","['but', 'I', 'be', 'on', 'a', 'diet', '.', 'and', 'I', 'eat', 'one', 'too', 'many', 'slice', 'of', 'pizza', 'yesterday', '.', 'ugh', 'I', 'be', 'always', 'on', 'a', 'diet', '.']","['diet', '.', 'eat', 'one', 'many', 'slice', 'pizza', 'yesterday', '.', 'ugh', 'always', 'diet', '.']"
0,k:)i will give my kvb acc details:),35,"['k', ':', ')', 'i', 'will', 'give', 'my', 'kvb', 'acc', 'details', ':', ')']","['k', ':', ')', 'I', 'will', 'give', 'my', 'kvb', 'acc', 'detail', ':', ')']","['k', ':', ')', 'give', 'kvb', 'acc', 'detail', ':', ')']"
0,oh all have to come ah?,23,"['oh', 'all', 'have', 'to', 'come', 'ah', '?']","['oh', 'all', 'have', 'to', 'come', 'ah', '?']","['oh', 'come', 'ah', '?']"
1,money!!! you r a lucky winner ! to claim your prize text money to 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139,"['money', '!', '!', '!', 'you', 'r', 'a', 'lucky', 'winner', '!', 'to', 'claim', 'your', 'prize', 'text', 'money', 'to', '88600', 'over', '£1million', 'to', 'give', 'away', '!', 'ppt150x3+normal', 'text', 'rate', 'box403', 'w1t1jy']","['money', '!', '!', '!', 'you', 'r', 'a', 'lucky', 'winner', '!', 'to', 'claim', 'your', 'prize', 'text', 'money', 'to', '88600', 'over', '£', '1million', 'to', 'give', 'away', '!', 'ppt150x3+normal', 'text', 'rate', 'box403', 'w1t1jy']","['money', '!', '!', '!', 'r', 'lucky', 'winner', '!', 'claim', 'prize', 'text', 'money', '88600', '£', '1million', 'give', 'away', '!', 'ppt150x3+normal', 'text', 'rate', 'box403', 'w1t1jy']"
0,i am really sorry i won't b able to do this friday.hope you can find an alternative.hope yr termis going ok:-),106,"['i', 'am', 'really', 'sorry', 'i', 'wo', ""n't"", 'b', 'able', 'to', 'do', 'this', 'friday.hope', 'you', 'can', 'find', 'an', 'alternative.hope', 'yr', 'termis', 'going', 'ok', ':', '-', ')']","['I', 'be', 'really', 'sorry', 'I', 'will', 'not', 'b', 'able', 'to', 'do', 'this', 'friday.hope', 'you', 'can', 'find', 'an', 'alternative.hope', 'yr', 'termis', 'go', 'ok', ':', '-', ')']","['really', 'sorry', 'b', 'able', 'friday.hope', 'find', 'alternative.hope', 'yr', 'termis', 'go', 'ok', ':', '-', ')']"
